Car.PitchAcc,Car.PitchVel,Car.RollAcc,Car.RollVel,Car.YawAcc,Car.YawVel,Car.ax,Car.ay,Car.az,Car.v,Car.vx,Car.vy,Car.vz,Time
rad/s^2,rad/s,rad/s^2,rad/s,rad/s^2,rad/s,m/s^2,m/s^2,m/s^2,m/s,m/s,m/s,m/s,s
-0.006302481,-0.001518476,-0.000983054,-0.004949617,-0.048727982,0.087406605,0.477983445,0.819007576,-0.007358337,9.998837471,9.998164177,0.100499108,-0.057939868,25.731
-0.006354741,-0.001581835,-9.35E-05,-0.004956049,-0.049411539,0.086915217,0.481577367,0.813179493,-0.006871738,10.00371552,10.00304794,0.099942602,-0.058103841,25.741
-0.006421447,-0.001645796,0.000759324,-0.004953811,-0.050041389,0.08641728,0.485314697,0.807370126,-0.006395202,10.0086298,10.00796604,0.099373065,-0.058270149,25.751
-0.006502564,-0.001710503,0.001596848,-0.004943138,-0.050607447,0.08591339,0.489197105,0.801600933,-0.005931948,10.01358032,10.01292229,0.098791413,-0.05843899,25.761
-0.006597765,-0.001776099,0.002417257,-0.004924172,-0.051104132,0.085404217,0.49322626,0.795884609,-0.005484541,10.01856899,10.01791668,0.098198697,-0.058610603,25.771
-0.006706426,-0.001842721,0.003200925,-0.004897185,-0.051533364,0.084890448,0.497403741,0.790223301,-0.00505502,10.02359867,10.02295113,0.097595982,-0.058785267,25.781
-0.006827938,-0.001910501,0.003924937,-0.004862672,-0.051902272,0.084372729,0.501731873,0.784614086,-0.004645273,10.0286684,10.02802658,0.09698426,-0.058963291,25.791
-0.006961284,-0.001979561,0.004578064,-0.004821305,-0.052217718,0.083851621,0.506212652,0.779055417,-0.004256928,10.03378201,10.03314495,0.096364446,-0.059145011,25.801
-0.007105296,-0.002050014,0.005151917,-0.004773833,-0.052484825,0.083327629,0.510847926,0.773548126,-0.00389157,10.03893948,10.03830719,0.095737368,-0.059330795,25.811
-0.007257842,-0.002121955,0.005636771,-0.004721106,-0.052710634,0.082801193,0.515637517,0.768089831,-0.003550553,10.04414272,10.04351616,0.09510383,-0.059521034,25.821
-0.007420219,-0.002195474,0.006030471,-0.004664033,-0.052904505,0.082272686,0.520587146,0.762679696,-0.003235958,10.04939461,10.04877281,0.094464548,-0.059716139,25.831
-0.007589914,-0.002270659,0.006339257,-0.004603496,-0.053068805,0.081742406,0.525697053,0.757319868,-0.002948069,10.05469418,10.0540781,0.093820229,-0.059916545,25.841
-0.007765817,-0.002347576,0.006572665,-0.00454029,-0.053205833,0.081210628,0.530968726,0.752014339,-0.00268847,10.06004524,10.05943394,0.093171559,-0.060122702,25.851
-0.007946759,-0.002426279,0.006734597,-0.00447514,-0.053316932,0.080677629,0.536403477,0.746765316,-0.002457258,10.06544876,10.06484318,0.092519246,-0.060335077,25.861
-0.008131386,-0.002506813,0.006823964,-0.004408774,-0.053406507,0.080143645,0.542002738,0.741570413,-0.0022548,10.07090664,10.07030582,0.09186396,-0.060554139,25.871
-0.008249198,-0.002588706,0.00662776,-0.004343203,-0.053460136,0.079608932,0.547775388,0.736427903,-0.002318307,10.07641983,10.07582378,0.091206357,-0.060781084,25.881
-0.008539833,-0.002672837,0.006658876,-0.004278237,-0.053492241,0.079073839,0.553706706,0.731339455,-0.002443436,10.08199024,10.08139896,0.090546995,-0.061018303,25.891
-0.008823242,-0.002759854,0.00661688,-0.004213335,-0.053495608,0.078538559,0.559804797,0.726303637,-0.002595951,10.08762074,10.08703423,0.089886457,-0.061266329,25.901
-0.009098688,-0.00284966,0.006524373,-0.004149152,-0.053475875,0.078003392,0.56607455,0.721332967,-0.002781438,10.09331131,10.09272861,0.089225352,-0.061525829,25.911
-0.009363979,-0.002942167,0.00639445,-0.004086097,-0.053439047,0.077468514,0.572517693,0.716424286,-0.002982921,10.09906387,10.0984869,0.088564321,-0.061797336,25.921
-0.009206989,-0.00303543,0.006227374,-0.004024533,-0.053397451,0.076934047,0.578695834,0.711566985,-0.003055957,10.10488033,10.10430717,0.087903902,-0.06208114,25.931
-0.009038351,-0.003126495,0.006029511,-0.003964814,-0.053337622,0.076400101,0.584827304,0.706763566,-0.003278588,10.11075687,10.11018848,0.087244585,-0.062376983,25.941
-0.008911091,-0.003216223,0.005781691,-0.003907328,-0.05327389,0.075866759,0.591106117,0.702004015,-0.003468048,10.11669445,10.11612988,0.08658684,-0.0626847,25.951
-0.008795139,-0.003304738,0.005470205,-0.003852667,-0.053214185,0.07533405,0.597544134,0.697273493,-0.00365635,10.12269402,10.12213326,0.085931003,-0.063004158,25.961
-0.008687601,-0.00339214,0.005097429,-0.003801467,-0.053162806,0.074801892,0.604136646,0.692562878,-0.003840095,10.12875843,10.12820148,0.085277282,-0.063335203,25.971
-0.008588949,-0.003478515,0.004676536,-0.003754273,-0.053122997,0.074270189,0.61088115,0.687868893,-0.004017739,10.13488865,10.13433552,0.084625803,-0.063677676,25.981
-0.008499986,-0.003563955,0.004220714,-0.003711485,-0.053093955,0.073738821,0.6177755,0.683190584,-0.004188999,10.14108562,10.14053631,0.083976716,-0.064031415,25.991
-0.008421115,-0.003648561,0.003718482,-0.003673509,-0.05308114,0.073207662,0.624818385,0.678517103,-0.004351933,10.14735222,10.14680576,0.083330125,-0.064396255,26.001
-0.008352511,-0.003732435,0.003190868,-0.003640728,-0.053088252,0.072676517,0.632009387,0.673843384,-0.004506776,10.15368843,10.15314484,0.082686029,-0.06477204,26.011
-0.008293143,-0.003815674,0.002678526,-0.003613165,-0.053103376,0.072145246,0.639347315,0.669181705,-0.004652485,10.16009617,10.15955544,0.082044497,-0.065158613,26.021
-0.00824269,-0.003898368,0.002202462,-0.00359053,-0.05311472,0.071613833,0.646831751,0.66454041,-0.004789549,10.16657734,10.16603947,0.081405714,-0.065555833,26.031
-0.008200189,-0.003980602,0.001759853,-0.003572462,-0.053118438,0.071082354,0.654461503,0.659917533,-0.004917776,10.1731329,10.17259884,0.080769897,-0.065963566,26.041
-0.008165249,-0.004062452,0.001338429,-0.003558695,-0.053115904,0.070550874,0.662236631,0.655304551,-0.005037262,10.17976475,10.17923355,0.080137238,-0.066381685,26.051
-0.008137003,-0.004143991,0.000930346,-0.003549069,-0.053110581,0.070019431,0.670156479,0.650692165,-0.005148588,10.1864748,10.18594551,0.079507813,-0.066810086,26.061
-0.008114405,-0.004225278,0.000552426,-0.00354337,-0.05309971,0.069488071,0.678220391,0.646081209,-0.005251233,10.19326305,10.19273567,0.078881621,-0.06724865,26.071
-0.00809603,-0.004306366,0.000198079,-0.003541306,-0.053079858,0.068956867,0.686426163,0.641470194,-0.005345722,10.20013237,10.19960785,0.078258701,-0.067697294,26.081
-0.008079792,-0.004387271,-0.00015287,-0.003542756,-0.053060569,0.068425879,0.69477123,0.636845589,-0.00543418,10.2070837,10.20656013,0.077638999,-0.068155922,26.091
-0.008070766,-0.004468062,-0.000507278,-0.003547742,-0.053049743,0.067895032,0.703263521,0.632196963,-0.005514396,10.214118,10.21359634,0.077022329,-0.068624459,26.101
-0.008063724,-0.004548774,-0.000852658,-0.003556239,-0.053048927,0.067364238,0.711897969,0.627523303,-0.00558787,10.22123718,10.22071743,0.076408446,-0.069102846,26.111
-0.008057491,-0.00462942,-0.00116982,-0.003568053,-0.053053264,0.066833414,0.720672309,0.622829735,-0.005654522,10.22844219,10.22792435,0.075797133,-0.069591001,26.121
-0.008051367,-0.004710005,-0.001443967,-0.003582806,-0.053057246,0.066302545,0.729585588,0.618121922,-0.005716114,10.23573494,10.235219,0.075188234,-0.070088886,26.131
-0.008044387,-0.004790524,-0.001666893,-0.003600026,-0.053056791,0.065771662,0.738636196,0.61340338,-0.005772082,10.24311733,10.24260235,0.074581645,-0.070596449,26.141
-0.008036128,-0.004870967,-0.001838499,-0.003619184,-0.053047303,0.06524083,0.747822881,0.60867691,-0.005823199,10.25058937,10.25007629,0.073977292,-0.071113646,26.151
-0.008026229,-0.004951316,-0.001970281,-0.003639831,-0.053030048,0.064710133,0.757144809,0.603938282,-0.005870647,10.25815392,10.25764084,0.073375106,-0.071640432,26.161
-0.008017099,-0.005031569,-0.00207085,-0.00366162,-0.053007528,0.064179644,0.766604424,0.599183083,-0.005914811,10.26581097,10.26529884,0.072774939,-0.072176777,26.171
-0.008012066,-0.00511175,-0.002141856,-0.003684253,-0.052980691,0.063649394,0.77620697,0.594409883,-0.005957252,10.27356243,10.27305126,0.072176635,-0.072722651,26.181
-0.008012456,-0.00519191,-0.002181686,-0.003707428,-0.052948955,0.063119449,0.785956085,0.589619994,-0.005997276,10.28141022,10.2809,0.07158,-0.073278047,26.191
-0.008018285,-0.005272102,-0.002187411,-0.003730812,-0.052911215,0.062589847,0.795854092,0.584815383,-0.006036093,10.28935528,10.28884506,0.070984878,-0.07384295,26.201
-0.008029755,-0.005352384,-0.002171927,-0.003754118,-0.052868683,0.062060654,0.805902302,0.579994559,-0.00607407,10.29739952,10.29689026,0.070391104,-0.074417375,26.211
-0.008045955,-0.005432808,-0.002144231,-0.003777215,-0.052828301,0.061531879,0.816100717,0.575150847,-0.006110968,10.3055439,10.30503464,0.069798462,-0.075001352,26.221
-0.00806574,-0.005513414,-0.002083754,-0.003799868,-0.05278543,0.06100351,0.826448917,0.570293009,-0.00614814,10.31379032,10.31328106,0.069206744,-0.075594895,26.231
-0.008087088,-0.005594228,-0.001975376,-0.003821654,-0.052731596,0.060475629,0.836944819,0.565432727,-0.006184809,10.32214069,10.32163143,0.068615831,-0.076198064,26.241
-0.008108757,-0.005675258,-0.001822058,-0.003842097,-0.052662622,0.059948366,0.847586632,0.560575187,-0.00622267,10.33059502,10.33008575,0.068025686,-0.076810882,26.251
-0.00812925,-0.005756498,-0.001636894,-0.003860819,-0.052576724,0.059421882,0.858368099,0.555719495,-0.006261592,10.33915615,10.33864689,0.067436315,-0.077433422,26.261
-0.008189753,-0.005838106,-0.00143365,-0.003877577,-0.052483574,0.058896307,0.869344652,0.550863147,-0.006318874,10.347826,10.34731483,0.066847652,-0.078065731,26.271
-0.008319613,-0.005920701,-0.001219758,-0.003892241,-0.052379902,0.058371726,0.880576849,0.546005011,-0.006381634,10.35660553,10.35609436,0.066259637,-0.078707948,26.281
-0.008504564,-0.006004915,-0.001005972,-0.003904749,-0.052273285,0.0578482,0.892073751,0.541141927,-0.006446526,10.36549759,10.36498547,0.065672152,-0.079360291,26.291
-0.008724092,-0.006091192,-0.000789459,-0.003915112,-0.052161444,0.057325769,0.903821886,0.536278665,-0.00651001,10.37450504,10.37399197,0.065085083,-0.080023013,26.301
-0.008944003,-0.006179693,-0.00057114,-0.003923293,-0.052046102,0.056804478,0.915777981,0.531416476,-0.006569001,10.38363075,10.38311672,0.064498343,-0.080696411,26.311
-0.009135548,-0.006270259,-0.000355901,-0.003929304,-0.051930025,0.056284346,0.927895963,0.526555181,-0.006623713,10.39287567,10.39236069,0.063911855,-0.081380755,26.321
-0.009275491,-0.006362471,-0.00014464,-0.003933182,-0.05181418,0.055765372,0.940132797,0.521696031,-0.00667366,10.40224171,10.40172577,0.063325539,-0.082076259,26.331
-0.009346538,-0.006455716,6.39E-05,-0.003934961,-0.051698443,0.055247556,0.952451289,0.516841531,-0.006719468,10.41173077,10.41121197,0.062739328,-0.082783088,26.341
-0.009336756,-0.006549235,0.000270849,-0.003934661,-0.051581908,0.054730903,0.964820087,0.511994481,-0.006762308,10.4213419,10.42082214,0.062153198,-0.083501332,26.351
-0.009238911,-0.006642175,0.000477441,-0.003932292,-0.051463246,0.054215424,0.977212727,0.507157922,-0.006803528,10.43107605,10.43055439,0.061567143,-0.084230997,26.361
-0.009050146,-0.006733638,0.000681871,-0.00392786,-0.051341135,0.053701151,0.989607632,0.502334118,-0.00684435,10.44093418,10.44041061,0.060981188,-0.084972002,26.371
-0.008770945,-0.006822713,0.00087908,-0.003921417,-0.051216111,0.053188115,1.0019871,0.497523308,-0.006885962,10.45091629,10.45038986,0.060395379,-0.08572416,26.381
-0.008405039,-0.006908514,0.001065085,-0.003913058,-0.051088586,0.052676346,1.014336467,0.492725253,-0.006929967,10.46102047,10.46049213,0.059809748,-0.086487226,26.391
-0.007953065,-0.006990192,0.001238592,-0.003902904,-0.050955046,0.052165873,1.026636004,0.487940639,-0.006974997,10.47124767,10.47071648,0.059224334,-0.087260842,26.401
-0.007429177,-0.007066915,0.001398922,-0.003891082,-0.05082516,0.051656734,1.038884878,0.483170658,-0.00703145,10.48159695,10.48106384,0.058639184,-0.088044599,26.411
-0.006848593,-0.007138095,0.001544295,-0.003877735,-0.05069134,0.051148914,1.05108583,0.47841537,-0.007091718,10.49206829,10.49153233,0.058054343,-0.088838004,26.421
-0.006213527,-0.00720316,0.001677832,-0.003863,-0.050556175,0.050642435,1.063225746,0.47367695,-0.007160025,10.50266075,10.50212097,0.057469882,-0.089640521,26.431
-0.005533867,-0.007261621,0.001803035,-0.003846969,-0.050416365,0.05013733,1.075297832,0.468958616,-0.007237996,10.51337433,10.51283169,0.056885883,-0.090451568,26.441
-0.00482004,-0.007313089,0.001914815,-0.003829751,-0.050272267,0.049633652,1.087297678,0.464259923,-0.00732711,10.52420712,10.52366066,0.056302454,-0.091270536,26.451
-0.004082573,-0.00735728,0.002008146,-0.00381151,-0.050126128,0.049131427,1.09922266,0.459578782,-0.007428734,10.53515911,10.53460979,0.055719685,-0.092096791,26.461
-0.003331143,-0.007394011,0.002082163,-0.00379244,-0.049979288,0.04863067,1.111070275,0.454914242,-0.007544133,10.54622936,10.54567623,0.055137645,-0.092929669,26.471
-0.002574449,-0.007423192,0.002139094,-0.003772721,-0.049831957,0.048131384,1.122837782,0.450266808,-0.007674793,10.55741787,10.55686092,0.054556403,-0.093768515,26.481
-0.001820661,-0.007444813,0.002181886,-0.003752509,-0.049683716,0.047633573,1.134522915,0.445637703,-0.007821533,10.56872272,10.56816101,0.053976037,-0.09461268,26.491
-0.00107684,-0.007458947,0.002211226,-0.003731935,-0.049534153,0.047137257,1.146123052,0.441027612,-0.00798512,10.58014393,10.5795784,0.053396635,-0.095461532,26.501
-0.000349455,-0.007465728,0.002212523,-0.003711211,-0.049387481,0.046642423,1.157635331,0.436430574,-0.008166224,10.59167957,10.59111023,0.052818276,-0.096314445,26.511
0.000355836,-0.007465352,0.002194307,-0.003690594,-0.049246792,0.046149023,1.169057369,0.431844652,-0.008366159,10.60332966,10.60275555,0.052240975,-0.09717083,26.521
0.001034985,-0.007458062,0.002177947,-0.003670156,-0.049105242,0.045657028,1.180386305,0.427279085,-0.008584953,10.61509323,10.6145153,0.051664792,-0.098030113,26.531
0.001688668,-0.007444133,0.002178623,-0.003649797,-0.048951738,0.045166496,1.191612244,0.422743619,-0.008819857,10.62696934,10.62638664,0.051089879,-0.09889175,26.541
0.002314539,-0.007423786,0.002193449,-0.003629322,-0.048789419,0.044677582,1.202730894,0.418240339,-0.009080959,10.63895607,10.63836861,0.050516464,-0.09975525,26.551
0.002901273,-0.007397411,0.002197379,-0.003608743,-0.048623901,0.044190295,1.213749528,0.413758367,-0.009356597,10.65105343,10.6504612,0.049944729,-0.100620136,26.561
0.003445957,-0.007365397,0.002187215,-0.003588198,-0.048453085,0.0437047,1.224672198,0.409294218,-0.009653814,10.66326046,10.66266346,0.049374763,-0.101485968,26.571
0.003953656,-0.007328142,0.002166961,-0.003567813,-0.048280422,0.043220822,1.235488534,0.404847145,-0.00996837,10.67557526,10.67497349,0.04880663,-0.102352344,26.581
0.004426265,-0.007286004,0.002144675,-0.003547634,-0.048103184,0.042738695,1.246190906,0.400420785,-0.01029985,10.68799782,10.68739033,0.048240401,-0.103218898,26.591
0.004864427,-0.007239329,0.002112882,-0.003527719,-0.047922857,0.042258363,1.256774664,0.396012723,-0.010648224,10.70052624,10.69991398,0.047676165,-0.104085296,26.601
0.005268565,-0.00718846,0.002064849,-0.003508205,-0.047743872,0.041779831,1.267235994,0.391617954,-0.01101182,10.71315956,10.71254158,0.047113966,-0.10495121,26.611
0.005640236,-0.007133727,0.002001776,-0.00348925,-0.047568668,0.041303068,1.277571559,0.38723433,-0.011389976,10.72589588,10.72527313,0.046553817,-0.105816357,26.621
0.00598055,-0.007075454,0.001929678,-0.00347098,-0.047397003,0.040828038,1.287777424,0.382862985,-0.011780708,10.7387352,10.73810673,0.045995716,-0.10668046,26.631
0.006292262,-0.007013936,0.001855986,-0.003453439,-0.047227249,0.040354714,1.297849774,0.378506064,-0.012182591,10.75167561,10.75104141,0.045439694,-0.107543275,26.641
0.006577841,-0.006949446,0.001784021,-0.003436619,-0.047057662,0.039883085,1.307784081,0.374165207,-0.01259468,10.76471519,10.76407623,0.044885799,-0.108404562,26.651
0.006839472,-0.006882234,0.001703747,-0.003420554,-0.046890657,0.039413143,1.317575812,0.369836241,-0.013015011,10.77785397,10.77720833,0.044334084,-0.109264091,26.661
0.00707994,-0.006812523,0.00162154,-0.003405309,-0.046727646,0.038944844,1.327221513,0.365517646,-0.013442081,10.79108906,10.79043865,0.043784559,-0.110121653,26.671
0.00730186,-0.006740511,0.001552482,-0.003390816,-0.046563156,0.038478181,1.33671689,0.361215979,-0.013874354,10.80441952,10.80376339,0.043237254,-0.110977039,26.681
0.007507468,-0.006666374,0.001502827,-0.003376897,-0.046392202,0.038013197,1.346057773,0.35693574,-0.014310353,10.81784439,10.81718159,0.042692278,-0.111830041,26.691
0.007707529,-0.006590229,0.001467789,-0.003363386,-0.046208411,0.037549987,1.355228305,0.352677256,-0.014745773,10.83136082,10.83069324,0.042149745,-0.112680458,26.701
0.007893388,-0.006512128,0.001439253,-0.003350173,-0.046025395,0.037088625,1.364237666,0.348437071,-0.015188053,10.8449688,10.84429455,0.041609768,-0.113528058,26.711
0.008062481,-0.006432276,0.001409685,-0.003337244,-0.045836125,0.036629133,1.373091459,0.344210863,-0.015626565,10.85866547,10.8579855,0.041072395,-0.114372641,26.721
0.008224747,-0.006350773,0.001381216,-0.003324602,-0.045644935,0.036171541,1.381778479,0.339998037,-0.016062265,10.87244987,10.87176323,0.040537655,-0.11521399,26.731
0.008382816,-0.006267672,0.001356174,-0.003312217,-0.045449816,0.035715882,1.390292048,0.335800022,-0.016494209,10.88631916,10.88562679,0.040005576,-0.116051883,26.741
0.008537802,-0.006183008,0.001330037,-0.00330008,-0.045252223,0.035262194,1.398628592,0.331614852,-0.016921166,10.90027332,10.89957523,0.039476175,-0.116886079,26.751
0.008690721,-0.006096805,0.001299976,-0.003288219,-0.045054577,0.03481048,1.406785131,0.327440262,-0.017341977,10.9143095,10.91360474,0.038949464,-0.11771635,26.761
0.00884231,-0.006009082,0.001267377,-0.003276669,-0.044857822,0.03436074,1.414759517,0.323275745,-0.017755514,10.92842579,10.9277153,0.038425419,-0.118542418,26.771
0.008993323,-0.005919845,0.001235706,-0.003265437,-0.044661663,0.033912968,1.422549248,0.319122165,-0.018160747,10.94262123,10.94190502,0.037904032,-0.119364038,26.781
0.0091446,-0.005829098,0.001207178,-0.003254496,-0.044465449,0.033467159,1.430152059,0.314980179,-0.018556578,10.95689392,10.95617008,0.0373853,-0.120180927,26.791
0.009297861,-0.005736828,0.001185928,-0.003243811,-0.044269532,0.033023305,1.437564969,0.310850292,-0.018942812,10.97124004,10.97051144,0.036869224,-0.120992802,26.801
0.009453304,-0.005643012,0.001199937,-0.003233131,-0.044061929,0.032581467,1.444784641,0.306748182,-0.01931862,10.98566055,10.98492527,0.036355864,-0.121799365,26.811
0.009610752,-0.00554763,0.001225867,-0.003222216,-0.043843076,0.032141779,1.451809168,0.302669764,-0.019683139,11.00015163,10.99940968,0.03584538,-0.122600317,26.821
0.009769589,-0.005450666,0.001235617,-0.003211112,-0.043623257,0.031704292,1.458636642,0.298601091,-0.020035898,11.01471138,11.0139637,0.035337821,-0.123395346,26.831
0.009928694,-0.005352111,0.001222727,-0.003200034,-0.04340997,0.031268973,1.465267301,0.294534713,-0.020376613,11.02933884,11.02858448,0.034833115,-0.124184109,26.841
0.010086805,-0.005251969,0.001197072,-0.00318916,-0.043203745,0.030835748,1.471700788,0.290471822,-0.020704936,11.04403114,11.04327106,0.03433115,-0.124966294,26.851
0.01024271,-0.005150257,0.00117168,-0.003178544,-0.043001603,0.030404558,1.477937579,0.286417633,-0.021020588,11.05878735,11.05802059,0.033831857,-0.125741571,26.861
0.010395079,-0.005047004,0.001152744,-0.003168136,-0.042800166,0.029975386,1.483977795,0.282376587,-0.021323796,11.07360458,11.07283115,0.033335231,-0.126509592,26.871
0.01054286,-0.00494225,0.001119368,-0.00315798,-0.042603757,0.029548211,1.489822268,0.27834183,-0.02161433,11.08848095,11.0877018,0.032841265,-0.127270043,26.881
0.010685568,-0.004836048,0.001083237,-0.003148188,-0.042416327,0.029122949,1.495470166,0.274311274,-0.021890718,11.10341454,11.10262871,0.032349899,-0.128022596,26.891
0.010824567,-0.004728438,0.001072348,-0.003138626,-0.042227075,0.028699556,1.500919342,0.270298719,-0.022155399,11.11840343,11.11761189,0.031861119,-0.128766924,26.901
0.010957921,-0.004619477,0.001098602,-0.003128959,-0.042020064,0.028278155,1.506170034,0.266315103,-0.022407267,11.13344574,11.13264751,0.031375047,-0.129502714,26.911
0.011076291,-0.004509244,0.001149686,-0.003118867,-0.041804485,0.027858876,1.511234999,0.262359828,-0.022650663,11.14853954,11.1477356,0.030891867,-0.130229667,26.921
0.011180324,-0.004397913,0.001208291,-0.003108204,-0.041576508,0.027441828,1.516116977,0.258426905,-0.022879841,11.16368294,11.16287327,0.030411718,-0.130947501,26.931
0.011273543,-0.004285603,0.001263531,-0.00309696,-0.041342188,0.027027098,1.520812511,0.254510969,-0.023096936,11.17887402,11.17805862,0.029934658,-0.131655917,26.941
0.011355306,-0.004172421,0.001319408,-0.00308516,-0.041102603,0.02661474,1.525321245,0.250611961,-0.023302693,11.19411087,11.19328976,0.029460702,-0.132354692,26.951
0.011424381,-0.004058489,0.001374035,-0.003072791,-0.040856391,0.026204819,1.529645085,0.246731773,-0.023497708,11.20939159,11.20856476,0.028989876,-0.133043557,26.961
0.01147868,-0.003943947,0.001415329,-0.003059935,-0.040608797,0.025797375,1.5337888,0.242865071,-0.023681933,11.22471523,11.22388268,0.028522186,-0.133722305,26.971
0.011517005,-0.00382895,0.001438259,-0.003046761,-0.040364813,0.025392389,1.537756085,0.239007562,-0.023855632,11.24007893,11.23924065,0.028057585,-0.134390742,26.981
0.011540039,-0.003713652,0.001447389,-0.003033434,-0.040126141,0.024989815,1.541548371,0.235159352,-0.024019275,11.25548172,11.25463772,0.027595997,-0.135048643,26.991
0.011548274,-0.003598206,0.001450869,-0.003020045,-0.039891738,0.024589606,1.545167685,0.231323391,-0.024172544,11.27092075,11.27007103,0.027137371,-0.135695875,27.001
0.011541251,-0.003482762,0.001455536,-0.003006613,-0.039659511,0.024191726,1.548617005,0.227503136,-0.024316089,11.28639603,11.28554058,0.02668169,-0.136332288,27.011
0.011519223,-0.003367468,0.001473896,-0.00299306,-0.039425567,0.023796177,1.551898122,0.223704204,-0.02445063,11.30190372,11.30104351,0.026228976,-0.13695775,27.021
0.011482011,-0.00325248,0.001505186,-0.002979233,-0.039185312,0.023403002,1.555014729,0.219930947,-0.024575755,11.31744385,11.31657791,0.02577932,-0.137572154,27.031
0.011428698,-0.003137951,0.001534456,-0.002965087,-0.038942061,0.023012251,1.557971358,0.21617797,-0.02469209,11.33301449,11.33214378,0.025332803,-0.138175428,27.041
0.011359833,-0.00302404,0.001552544,-0.0029507,-0.038700212,0.02262393,1.560770512,0.21243979,-0.024800066,11.34861374,11.34773731,0.024889445,-0.138767496,27.051
0.01127498,-0.002910906,0.001560158,-0.002936186,-0.038461488,0.022238012,1.563417315,0.208714947,-0.024899432,11.36423969,11.3633585,0.024449226,-0.139348298,27.061
0.011172978,-0.002798714,0.001562501,-0.002921622,-0.038225237,0.021854468,1.565917253,0.205004975,-0.024990862,11.3798914,11.37900543,0.024012122,-0.139917836,27.071
0.011054447,-0.002687631,0.001564233,-0.002907033,-0.037989978,0.021473281,1.56827414,0.201312169,-0.025074394,11.39556694,11.39467716,0.023578135,-0.140476093,27.081
0.010919157,-0.002577827,0.001565873,-0.002892416,-0.037754696,0.021094449,1.570493698,0.197637424,-0.025150098,11.41126633,11.41037083,0.023147287,-0.141023099,27.091
0.010671093,-0.002469855,0.00170291,-0.002877218,-0.037507087,0.020718031,1.57259059,0.193982512,-0.02535611,11.42698669,11.42608643,0.022719564,-0.141559377,27.101
0.010366483,-0.002364821,0.001870607,-0.002860258,-0.03726282,0.020344079,1.574533939,0.19031933,-0.025508681,11.44272709,11.44182301,0.02229486,-0.142085612,27.111
0.010044195,-0.002262922,0.002012,-0.002841773,-0.037012968,0.019972602,1.576363206,0.186665058,-0.025659259,11.4584856,11.45757771,0.021873064,-0.142601997,27.121
0.009708847,-0.002164328,0.002129191,-0.002821993,-0.036764078,0.019603619,1.578081727,0.183023602,-0.025794474,11.47426224,11.47334957,0.021454103,-0.14310877,27.131
0.009372217,-0.002069102,0.002217225,-0.002801192,-0.036516469,0.019237123,1.579700232,0.179399878,-0.025908308,11.49005604,11.48913956,0.021037959,-0.143606156,27.141
0.009040617,-0.001977219,0.002275694,-0.002779664,-0.03627092,0.018873094,1.581225872,0.175798193,-0.025998678,11.5058651,11.50494385,0.020624651,-0.144094273,27.151
0.008717194,-0.001888607,0.002285867,-0.002757794,-0.036031857,0.018511495,1.582664251,0.17221424,-0.026065893,11.52168846,11.5207634,0.020214224,-0.144573242,27.161
0.008403272,-0.001803178,0.002254968,-0.002736069,-0.035806742,0.018152207,1.584020376,0.168642491,-0.026109675,11.53752613,11.53659725,0.019806657,-0.145043179,27.171
0.008098019,-0.00172084,0.002219904,-0.002714691,-0.035585482,0.01779514,1.585299492,0.165097415,-0.026131133,11.55337715,11.55244446,0.019401962,-0.145504206,27.181
0.007801483,-0.001641505,0.002200774,-0.00269357,-0.035356838,0.017440323,1.586504459,0.16159147,-0.026131675,11.56923962,11.56830406,0.01900031,-0.145956397,27.191
0.007513459,-0.001565089,0.002193471,-0.002672556,-0.035116881,0.017087856,1.587639332,0.158126503,-0.026111588,11.58511448,11.58417511,0.01860195,-0.146399885,27.201
0.007232974,-0.001491511,0.002183976,-0.002651606,-0.034867749,0.016737845,1.588708043,0.154697046,-0.026072279,11.60100079,11.60005665,0.01820711,-0.146834761,27.211
0.006960175,-0.001420694,0.002162694,-0.002630808,-0.034613594,0.016390355,1.589713097,0.151296377,-0.026015343,11.61689663,11.61594963,0.01781594,-0.147261128,27.221
0.00669498,-0.001352564,0.002143779,-0.002610208,-0.03435168,0.016045447,1.590657592,0.147926524,-0.025941441,11.63280201,11.6318512,0.017428534,-0.147679135,27.231
0.006436659,-0.001287049,0.002115341,-0.002589823,-0.034080651,0.015703216,1.591544867,0.144586757,-0.025852161,11.64871693,11.6477623,0.017045014,-0.148088872,27.241
0.006185281,-0.001224076,0.002056976,-0.002569871,-0.033811446,0.015363696,1.592376947,0.141264916,-0.025749372,11.66463947,11.66368294,0.016665427,-0.148490489,27.251
0.005940975,-0.001163579,0.001967252,-0.002550679,-0.033551652,0.015026821,1.593156457,0.137953788,-0.025634078,11.6805706,11.67961025,0.016289709,-0.148884103,27.261
0.005702823,-0.001105491,0.001857311,-0.002532497,-0.033302568,0.014692486,1.593886375,0.134653181,-0.025508106,11.69650936,11.69554615,0.015917763,-0.149269894,27.271
0.005470301,-0.001049752,0.001740347,-0.002515458,-0.033062402,0.014360592,1.594568372,0.131366104,-0.025373252,11.7124548,11.71148872,0.015549512,-0.149647981,27.281
0.005243459,-0.000996307,0.001628008,-0.002499561,-0.032827415,0.014031068,1.59520483,0.128096774,-0.025230346,11.72840691,11.72743797,0.015184929,-0.150018558,27.291
